Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
1043,Rodrique Coulston,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.6735418438911438
1044,Lisette Loweth,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-05,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
1045,Jeannie Moggan,Middle level management,Legal,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,opened,desktop,yes,yes,purple,aura8,neutral,0.6735418438911438
1046,Faythe Vassel,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Project Updates,2024-03-28,opened,mobile,yes,yes,purple,aura8,neutral,0.808040976524353
1047,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-07,opened,desktop,yes,yes,purple,aura8,negative,0.5376729369163513
1048,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Legal Matters,2024-03-26,opened,desktop,yes,yes,purple,aura8,neutral,0.7993121147155762
1049,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-02,opened,desktop,no,no,purple,aura8,neutral,0.6735418438911438
1050,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-14,opened,desktop,yes,yes,purple,aura8,neutral,0.6735418438911438
1051,Mort De Benedictis,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-21,opened,desktop,no,yes,orange,aura7,neutral,0.6735418438911438
1052,Tamara Brewitt,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,opened,desktop,yes,yes,orange,aura7,neutral,0.6735418438911438
1053,Edithe Cinnamond,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-12,opened,desktop,yes,yes,orange,aura7,neutral,0.6735418438911438
1054,Morly Finey,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Internal Policies and Procedures,2024-03-31,opened,desktop,no,no,orange,aura7,neutral,0.8016245365142822
1055,Tades Querrard,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-26,unopened,desktop,yes,yes,gray,aura5,neutral,0.6735418438911438
1056,Anatole Hansie,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-27,opened,desktop,yes,yes,gray,aura5,neutral,0.6735418438911438
1057,Chris Consadine,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,opened,desktop,no,yes,gray,aura5,neutral,0.6735418438911438
1058,Karine Barclay,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.6735418438911438
1059,Petronille Jouen,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-14,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
1060,Dorie Parradine,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-31,opened,desktop,no,no,blue,aura4,neutral,0.6735418438911438
1061,Marilyn Seeman,Professional,Information Technology (IT),Faythe Vassel,Professional,Legal,Legal Matters,2024-03-08,opened,mobile,yes,yes,black,aura6,neutral,0.7993121147155762
1062,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,2024-03-08,opened,mobile,yes,yes,black,aura6,neutral,0.7993121147155762
1063,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,2024-03-27,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1064,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,2024-03-26,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1065,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,2024-03-14,opened,desktop,yes,yes,black,aura6,neutral,0.7993121147155762
1066,Marilyn Seeman,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Training and Development,2024-03-27,opened,desktop,yes,yes,black,aura6,neutral,0.6831164360046387
1067,Marilyn Seeman,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Security Alerts,2024-03-29,opened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
1068,Marilyn Seeman,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Technical Support,2024-03-05,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
1069,Marilyn Seeman,Professional,Information Technology (IT),Morly Finey,Professional,Customer Service,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,black,aura6,neutral,0.8804826140403748
1070,Marilyn Seeman,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Technical Support,2024-03-31,opened,desktop,no,no,black,aura6,neutral,0.6735418438911438
1071,Marilyn Seeman,Professional,Information Technology (IT),Anatole Hansie,Professional,Sales,Internal Policies and Procedures,2024-03-01,opened,desktop,yes,yes,black,aura6,neutral,0.8016245365142822
1072,Marilyn Seeman,Professional,Information Technology (IT),Chris Consadine,Professional,Sales,Technical Support,2024-03-02,opened,desktop,no,no,black,aura6,neutral,0.6735418438911438
1073,Marilyn Seeman,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,2024-03-20,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1074,Marilyn Seeman,Professional,Information Technology (IT),Petronille Jouen,Professional,Marketing,Technical Support,2024-03-28,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1075,Marilyn Seeman,Professional,Information Technology (IT),Dorie Parradine,Professional,Marketing,Technical Support,2024-03-25,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1076,Reina Trobey,Professional,Information Technology (IT),Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-08,unopened,desktop,yes,yes,black,aura6,neutral,0.8412798047065735
1077,Reina Trobey,Professional,Information Technology (IT),Elbertine Dowe,Professional,Human Resources,Internal Policies and Procedures,2024-03-28,opened,mobile,yes,yes,black,aura6,neutral,0.8016245365142822
1078,Reina Trobey,Professional,Information Technology (IT),Ozzy Jeffries,Professional,Finance and Accounting,Project Updates,2024-03-06,opened,desktop,yes,yes,black,aura6,neutral,0.808040976524353
1079,Reina Trobey,Professional,Information Technology (IT),Constantino FitzGilbert,Professional,Finance and Accounting,Technical Support,2024-03-15,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1080,Reina Trobey,Professional,Information Technology (IT),Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-27,opened,desktop,yes,yes,black,aura6,neutral,0.8804826140403748
1081,Reina Trobey,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,2024-03-14,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1082,Reina Trobey,Professional,Information Technology (IT),Nelia Routledge,Professional,Sales,Internal Policies and Procedures,2024-03-01,opened,mobile,yes,yes,black,aura6,neutral,0.8016245365142822
1083,Reina Trobey,Professional,Information Technology (IT),Ferdinande Stickels,Professional,Sales,Training and Development,2024-03-07,opened,desktop,no,yes,black,aura6,neutral,0.6831164360046387
1084,Reina Trobey,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,black,aura6,neutral,0.8804826140403748
1085,Reina Trobey,Professional,Information Technology (IT),Mata McGifford,Middle level management,Customer Service,Operational Issues,2024-03-14,opened,desktop,yes,yes,black,aura6,negative,0.5376729369163513
1086,Reina Trobey,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Technical Support,2024-03-31,unopened,desktop,no,no,black,aura6,neutral,0.6735418438911438
1087,Reina Trobey,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Technical Support,2024-03-06,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1088,Reina Trobey,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Training and Development,2024-03-06,opened,desktop,yes,yes,black,aura6,neutral,0.6831164360046387
1089,Reina Trobey,Professional,Information Technology (IT),Morly Finey,Professional,Customer Service,Technical Support,2024-03-06,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
1090,Reina Trobey,Professional,Information Technology (IT),Angie Penticost,Professional,Customer Service,Technical Support,2024-03-20,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1091,Reina Trobey,Professional,Information Technology (IT),Maribelle Oliver,Professional,Customer Service,HR related topics,2024-03-15,opened,desktop,yes,yes,black,aura6,neutral,0.8412798047065735
1092,Reina Trobey,Professional,Information Technology (IT),Rodrique Coulston,Professional,Product development,Technical Support,2024-03-18,opened,desktop,no,yes,black,aura6,neutral,0.6735418438911438
1093,Reina Trobey,Professional,Information Technology (IT),Lisette Loweth,Professional,Product development,Technical Support,2024-03-20,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1094,Reina Trobey,Professional,Information Technology (IT),Jeannie Moggan,Middle level management,Legal,Technical Support,2024-03-25,unopened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
1095,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-15,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
1096,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Product Development,2024-03-28,opened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
1097,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-15,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
1098,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-08,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
1099,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-25,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
1100,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Technical Support,2024-03-18,opened,desktop,yes,yes,blue,aura4,neutral,0.6735418438911438
1101,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Meeting Scheduling,2024-03-29,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
1102,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-14,opened,mobile,yes,yes,blue,aura4,neutral,0.808040976524353
1103,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-11,opened,mobile,yes,yes,blue,aura4,neutral,0.808040976524353
1104,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Meeting Scheduling,2024-03-12,unopened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
1105,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Client Related Communication,2024-03-28,opened,mobile,yes,yes,blue,aura4,neutral,0.83217453956604
1106,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-14,unopened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
1107,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
1108,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Internal Policies and Procedures,2024-03-25,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
1109,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-25,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
1110,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-21,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
1111,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-15,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
1112,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-25,opened,desktop,no,yes,gray,aura5,neutral,0.8804826140403748
1113,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Meeting Scheduling,2024-03-15,opened,desktop,no,yes,blue,aura4,neutral,0.8804826140403748
1114,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Product Development,2024-03-29,opened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
1115,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Sales and Marketing,2024-03-31,opened,desktop,no,no,blue,aura4,neutral,0.7378632426261902
1116,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Project Updates,2024-03-22,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
1117,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Product Development,2024-03-15,unopened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
1118,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Project Updates,2024-03-07,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
1119,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-15,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
1120,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Project Updates,2024-03-29,opened,mobile,yes,yes,brown,aura9,neutral,0.808040976524353
1121,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-07,unopened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
1122,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Product Development,2024-03-20,opened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
1123,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Operational Issues,2024-03-01,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
1124,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-06,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
1125,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Technical Support,2024-03-20,opened,desktop,yes,yes,brown,aura9,neutral,0.6735418438911438
1126,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Technical Support,2024-03-31,opened,desktop,no,no,brown,aura9,neutral,0.6735418438911438
1127,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-25,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
